Country,Year,Crop,Area,Production,Yield,Rainfall_mm,Temperature_C,Pesticide_Use
India,2007,Maize,23352,1083.0,25.58,1083.0,26.27,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,25.44,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,26.39,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,25.59,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,25.58,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,27.23,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,24.59,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,25.58,1083.0,25.82,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,26.0,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,27.51,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.98,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.46,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.95,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,26.58,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,27.55,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.66,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,26.27,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.44,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,26.39,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.59,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.58,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,27.23,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,24.59,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,27.23,1083.0,25.82,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,26.0,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,27.51,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.98,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.46,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.95,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,26.58,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,27.55,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.66,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,26.27,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.44,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,26.39,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.59,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.58,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,27.23,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,24.59,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,24.59,1083.0,25.82,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.0,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.51,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.98,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.46,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.95,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.58,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.55,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.66,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.27,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.44,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.39,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.59,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.58,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.23,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,24.59,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.82,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.0,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.51,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.98,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.46,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.95,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.58,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.55,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.66,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.27,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.44,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.39,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.59,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.58,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.23,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,24.59,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,27.31,1083.0,25.82,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,26.0,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,27.51,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.98,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.46,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.95,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,26.58,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,27.55,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.66,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,26.27,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.44,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,24.6,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,26.39,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,26.15,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.59,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.58,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,27.23,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,24.59,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,27.31,27422.77
India,2007,Maize,23352,1083.0,25.82,1083.0,25.82,27422.77
India,2008,Maize,24140,1083.0,25.57,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.57,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,27.05,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.78,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.35,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.65,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.68,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,26.52,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,27.45,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.3,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.88,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.11,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,26.19,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.56,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.23,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,26.51,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,24.51,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,26.83,14485.33
India,2008,Maize,24140,1083.0,25.11,1083.0,25.66,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.57,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,27.05,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.78,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,24.25,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.35,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.65,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.68,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,26.52,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,27.45,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.3,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.88,14485.33
India,2008,Maize,24140,1083.0,24.25,1083.0,25.11,14485.33
